,Text,Cluster,top_words,representative_term,top_words_BERT
7402,city cornwall st. lawrence seaway east eisenhower snell locks .,119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7403,cornwall unusually integrated town ontario .,119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7404,"original native population remarkably welcoming , iroquois especially known integrating newcomers local societies adapting change .",127,"region, settlers, area, early, peoples",region,"aboriginal peoples, inhabited indigenous, natives native, indigenous peoples, american aboriginal, settlers began, native population, farmers indigenous, settlers arrived, aboriginal"
7405,"1780s-1830s , `` bee '' social event pooled local labour resources , often festive occasion .",79,"manchester, city, century, town, first",first city in man,"manchester townships, township manchester, county lancashire, 1840 manchester, manchester governed, manchester county, area manchester, manchester developed, population manchester, town manchester"
7406,"`` book `` roughing bush '' , susanna moodie observed `` people woods , craze giving going bees run much eagerness peasant runs race . ''",32,"jeanne, thais, slave, baudelaire, domingue",slave,"literature jeanne, jeanne story, mer jeanne, jeanne thais, jeanne woman, woman jeanne, rebellion jeanne, identity jeanne, slave girl, mer slave"
7407,"`` harshness isolation frontier living prevented development aristocracy , instead , united members community struggle survival .",127,"region, settlers, area, early, peoples",region,"aboriginal peoples, inhabited indigenous, natives native, indigenous peoples, american aboriginal, settlers began, native population, farmers indigenous, settlers arrived, aboriginal"
7408,"stations nearby areas , including ottawa , montreal new york 's north country , also available .",60,"portage, prairie, la, canadian, also","portage, prairie","prairie portage, station portage, canada portage, prairie railway, area portage, waterways portage, portage portage, portage incorporated, portage la, named portage"
7409,le/the journal de cornwall another weekly newspaper .,119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7410,"seeker locally owned weekly newspaper distributed door door stores focuses arts , culture events .",131,"city, bus, metro, transport, lines",bus,"transit metro, metropolitan bus, city buses, metro transit, cities bus, city terminals, services metro, metro stations, network metro, metropolitana autobuses"
7411,"september 2008 , public opposition spite ontario ministry environment ( m.o.e . ) reports indicating off-site leachate impact dump likelihood runoff st. lawrence river , m.o.e .",31,"canada, athabasca, river, sands, area",area,"oil sands, athabasca oil, sediments athabasca, athabaska oil, alberta shortage, asphaltum athabasca, canada company, tar sands, sands 1848, sands"
7412,"although area touted recreational , off-limits winter waste covered odours subdued .",31,"canada, athabasca, river, sands, area",area,"oil sands, athabasca oil, sediments athabasca, athabaska oil, alberta shortage, asphaltum athabasca, canada company, tar sands, sands 1848, sands"
7413,"years , industrial emissions cornwall area fuelled public health concerns respiratory disease cancer .",119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7414,shutdown courtaulds rayon fiber operation ( 1992 ) domtar paper mill ( 2006 ) significant factor city 's improved air quality .,3,"city, state, oil, energy, 2008",2008 oc,"city economy, oil industries, recession greatly, economy city, national recession, recession 2001, city improve, oil capital, economy helped, recession"
7415,cornwall one point one two cities left province ontario primary sewage treatment facilities .,119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7416,"2006 , city updated strategic plan , including objective develop environmentally-sustainable community .",3,"city, state, oil, energy, 2008",2008 oc,"city economy, oil industries, recession greatly, economy city, national recession, recession 2001, city improve, oil capital, economy helped, recession"
7417,"2007 , former city councillor , naresh bhargava , began working st. lawrence river institute environmental sciences project called community carbon reduction initiative .",3,"city, state, oil, energy, 2008",2008 oc,"city economy, oil industries, recession greatly, economy city, national recession, recession 2001, city improve, oil capital, economy helped, recession"
7418,"similar southern ontario , cornwall humid continental climate ( köppen dfa/dfb ) cold , snowy winters warm , humid summers .",74,"average, climate, summer, winter, rainfall",average,"winter moscow, average moscow, moscow cold, temperatures summer, summer temperatures, kharkiv climate, climate köppen, temperatures warm, warm summers, köppen climate"
7419,"city cornwall hosts festivals special community events including canada day festivities , kinsmen cornwall lift , annual hot air balloon music festival .",119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7420,cornwall named county cornwall united kingdom .,119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7421,lift annual music hot air balloon festival took place july lamoureux park .,108,"tenterden, club, festival, may, town",tenterden,"tenterden christmas, tenterden district, tenterden town, july tenterden, tenterden folk, town tenterden, place tenterden, tenterden branch, branch tenterden, tenterden"
7422,"2014 final year lift festival , debt weather-plagued 2013 event failure obtain sponsors forced cancellation lift-off 2015 resulted decision discontinue festival .",108,"tenterden, club, festival, may, town",tenterden,"tenterden christmas, tenterden district, tenterden town, july tenterden, tenterden folk, town tenterden, place tenterden, tenterden branch, branch tenterden, tenterden"
7423,lift hot air balloon festival ontario .,108,"tenterden, club, festival, may, town",tenterden,"tenterden christmas, tenterden district, tenterden town, july tenterden, tenterden folk, town tenterden, place tenterden, tenterden branch, branch tenterden, tenterden"
7424,kinsmen cornwall lift promoted variety local national talent .,119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7425,"2014 lineup featured great big sea 's alan doyle , glass tiger 54-40 headliners .",44,"production, company, riverside, first, shakespeare",shakespeare,"films musical, musical film, miss broadway, cast musicians, film little, broadway starring, actors music, produced broadway, stranded theatre, theatre named"
7426,cornwall ribfest annual festival held optimist club cornwall .,119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7427,"cornwall two indoor arenas , cornwall civic complex benson centre three ice surfaces .",119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7428,"cornwall home variety sports teams , notable cornwall royals hockey team played quebec major junior hockey league ontario hockey league moving newmarket 1992 .",119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7429,"years 1993-1996 , cornwall aces , ahl franchise , town .",119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7430,cornwall colts current junior team playing central canada hockey league .,119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7431,cornwall river kings ligue nord-américaine de hockey ( lnah ) started playing civic complex fall 2012 folded 2016 .,119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7432,"cornwall 's competitive swim team cornwall sea lions , currently coaching simon st. pierre .",119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7433,"cornwall three soccer areas , kinsmen junior soccer field second street west haulage road ; benson centre ( indoor soccer ) ; optimist park sunnyside street st. michel drive .",119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7434,cornwall competitive men 's women 's rugby clubs .,27,"rugby, cricketer, city, southampton, club",rugby st,"southampton hockey, club southampton, city southampton, saints club, city rugby, southampton football, home southampton, southampton named, southampton, rugby club"
7435,sport rugby continues grow community .,27,"rugby, cricketer, city, southampton, club",rugby st,"southampton hockey, club southampton, city southampton, saints club, city rugby, southampton football, home southampton, southampton named, southampton, rugby club"
7436,"roller derby seaway roller derby girls association first roller derby flat track roller derby league cornwall sd & g counties , established 2011 penny rudderham .",119,"cornwall, city, st, hockey, indoor",hockey,"portage curling, teams kalamazoo, kalamazoo rugby, local hockey, rinks indoor, kalamazoo wings, rinks, ice rinks, ontario hockey, manitoba softball"
7437,girls ' basketball united counties girls basketball team provincial international basketball tournaments late 1970s early 1980s .,140,"reno, host, basketball, kalamazoo, new",reno,"basketball reno, basketball wbns, basketball tournaments, basketball host, basketball united, college sports, play reno, athletic teams, reno college, international basketball"
7438,"pinyin superseded older romanization systems wade-giles ( 1859 ; modified 1892 ) postal romanization , replaced zhuyin method chinese phonetic instruction mainland china .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7439,spelling chinese geographical personal names pinyin become common way transcribe english .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7440,families outside taiwan speak mandarin mother tongue use pinyin help children associate characters spoken words already know .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7441,"since 1958 , pinyin actively used adult education well , making easier formerly illiterate people continue self-study short period pinyin literacy instruction .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7442,"pinyin become tool many foreigners learn mandarin pronunciation , used explain grammar spoken mandarin coupled chinese characters ( ) .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7443,tone-marking diacritics commonly omitted popular news stories even scholarly works .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7444,pinyin system also uses diacritics mark four tones mandarin .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7445,"words `` mother '' , `` hemp '' , `` horse '' , `` scold '' , question particle , respectively .",32,"jeanne, thais, slave, baudelaire, domingue",slave,"literature jeanne, jeanne story, mer jeanne, jeanne thais, jeanne woman, woman jeanne, rebellion jeanne, identity jeanne, slave girl, mer slave"
7446,"advent computers , many typewriter fonts contain vowels macron caron diacritics .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7447,"briefly , tone mark always placed order-a , , e , , u , ü , exception iu , tone mark placed u instead .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7448,"nucleus /ə/ ( written e ) , medial coda , nucleus may dropped writing .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7449,"e , take tone mark .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7450,"ou , takes tone mark .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7451,"otherwise , second vowel takes tone mark .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7452,"otherwise , vowels -iu -ui , case second vowel takes tone mark .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7453,"tone written , tittle omitted , yī .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7454,"placement tone marker , one written letters , e , , , u appears , also inferred nature vowel sound medial final .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7455,"specifically , spelling diphthong begins ( ia ) u ( ua ) , serves near-semi-vowel , letter take tone marker .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7456,"addition tone number mark , tone color suggested visual aid learning .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7457,dummitt 's color scheme one first used .,136,"dewey, school, education, also, john",dewey,"education dewey, dewey educational, dewey writings, dewey published, wrote dewey, dewey elementary, skills dewey, dewey classroom, community dewey, dewey successful"
7458,"spoken chinese , third tone often pronounced `` half third tone '' , pitch rise .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7459,umlaut placed letter u occurs initials l n order represent sound .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7460,"however , ü used contexts could represent front high rounded vowel , namely letters j , q , x , .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7461,many fonts output methods support umlaut ü place tone marks top ü .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7462,"also presents problem transcribing names use passports , affecting people names consist sound lü nü , particularly people surname ( lǚ ) , fairly common surname , particularly compared surname ( lù ) , ( lǔ ) , ( lú ) ( lù ) .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7463,"although nüe written nue , lüe written lue ambiguous , nue lue correct according rules ; nüe lüe used instead .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7464,"taiwan ( republic china ) adopted tongyong pinyin , modification hanyu pinyin , official romanization system national level october 2002 january 2009 , switched hanyu pinyin .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7465,tongyong pinyin made official system administrative order allowed adoption local governments voluntary .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7466,adoption hanyu pinyin official romanization system taiwan preclude official retention earlier spellings .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7467,pinyin used foreign students learning chinese second language .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7468,pinyin assigns latin letters sound values quite different languages .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7469,"pinyin purely representation sounds mandarin , completely lacks semantic cues contexts inherent chinese characters .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7470,"simple computer systems , able display 7-bit ascii text ( essentially 26 latin letters , 10 digits , punctuation marks ) , long provided convincing argument using pinyin instead chinese characters .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7471,"pinyin created chinese linguists , including zhou youguang , part chinese government project 1950s .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7472,"draft published february 12 , 1956 .",78,"toyota, gloria, mark, engine, ii",ii,"shifter continental, series chassis, 1969 continental, 1970 continental, sedan revised, 1977 design, essex v6, versions sedan, v8 versions, 1978 dashboard"
7473,"beginning early 1980s , western publications addressing mainland china began using hanyu pinyin romanization system instead earlier romanization systems ; change followed normalization diplomatic relations united states prc 1979 .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7474,"rules given terms english pronunciation approximations , several sounds correspond directly sounds english .",13,"greek, attic, ancient, dialects, modern",ancient,"greek phonology, greek sounds, greek consonants, greek syllable, greek vowel, greek vowels, phonetically ancient, proto greek, syllable ancient, forms greek"
7475,"following list finals standard chinese , excepting ending r .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7476,change initial w u initial .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7477,"u j , q , x , , look ü .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7478,"1605 , jesuit missionary matteo ricci published ( ) beijing .",12,"century, muslim, kingdom, al, christian",christian,"began conquest, caliphate reconquered, conquered muslim, moorish conquest, battle began, castile conquer, conquest repopulation, fighting moors, reconquista war, troops reconquista"
7479,"one earliest chinese thinkers relate western alphabets chinese late ming early qing dynasty scholar-official , fang yizhi ( ; 1611-1671 ) .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7480,first late qing reformer propose china adopt system spelling song shu ( 1862-1910 ) .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7481,"wade-giles system produced thomas wade 1859 , improved herbert giles chinese-english dictionary 1892 .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7482,"early 1930s , communist party china leaders trained moscow introduced phonetic alphabet using roman letters developed soviet oriental institute leningrad originally intended improve literacy russian far east .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7483,"1940 , several thousand members attended border region sin wenz society convention .",87,"japan, japanese, china, war, chinese",chinese,"japanese war, japan wwii, war japan, war japanese, wwii japanese, conflict japan, japanese attack, japanese attacking, japanese battleship, japanese destroyer"
7484,"1943 , u.s. military engaged yale university develop romanization mandarin chinese pilots flying china .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7485,"foreign writing system one set coding/decoding system taken write language , certain compromises may made .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7486,"system , correspondence roman letter sound sometimes idiosyncratic , though necessarily way latin script employed languages .",13,"greek, attic, ancient, dialects, modern",ancient,"greek phonology, greek sounds, greek consonants, greek syllable, greek vowel, greek vowels, phonetically ancient, proto greek, syllable ancient, forms greek"
7487,"pronunciation spelling chinese words generally given terms initials finals , represent segmental phonemic portion language , rather letter letter .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7488,"unlike european languages , clusters letters - initials ( ) finals ( ) - consonant vowel letters , form fundamental elements pinyin ( phonetic systems used describe han language ) .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7489,"even though initials contain consonant , finals always simple vowels , especially compound finals ( ) , i.e . `` medial '' placed front final .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7490,"cell , first line indicates ipa , second indicates pinyin standalone ( no-initial ) form , third indicates pinyin combination initial .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7491,"syllable-final consonants standard chinese -n -ng , -r , attached grammatical suffix .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7492,"technically , , u , ü without following vowel finals , medials , therefore take tone marks , concisely displayed .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7493,"syllables starting u written w place u ( e.g. , *uan written wan ) .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7494,"syllables starting written place ( e.g. , *ian written yan ) .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7495,"syllables starting ü written yu place ü ( e.g. , *üe written yue ) .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7496,"ü written u ambiguity ( ju , qu , xu ) , written ü corresponding u syllables ( lü nü ) .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7497,"preceded consonant , iou , uei , uen simplified iu , ui , un ( represent actual pronunciation ) .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7498,"apostrophe ( ' ) used syllable starting vowel ( , , e ) multiple-syllable word syllable start word ( commonly realized ) , unless syllable immediately follows hyphen dash .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7499,eh alone written ê,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7500,ng uncommon shorthand ŋ .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7501,"early drafts also contained letter ɥ ч , borrowed cyrillic script , place later j .",13,"greek, attic, ancient, dialects, modern",ancient,"greek phonology, greek sounds, greek consonants, greek syllable, greek vowel, greek vowels, phonetically ancient, proto greek, syllable ancient, forms greek"
7502,"letter v unused ( except spelling foreign languages , languages minority nationalities , dialects ) , despite conscious effort distribute letters evenly western languages .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7503,used avoid ambiguity writing words one syllable pinyin .,100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
7504,"although chinese characters represent single syllables , mandarin chinese polysyllabic language .",100,"pinyin, tone, chinese, written, letters",pinyin,"morphophonological alternations, standard spellings, spellings standardised, pronunciation scribes, earlier spellings, preceded consonant, word morphophonological, pronunciation spelling, unused spelling, abbreviations consonant"
